TenantId,OrgName,CountryCode,TotalUsers,EXOEnabledUsers,SPOEnabledUsers,CloudEnabledUsers,CloudActiveUsers,WXPCloudUsers,WXPCloudCollaborators,WXPCloudContributors,WXPCloudCoauthors,TotalMailUsers,TotalAttachments,UsersSentAttachment,OWAMailUsers,TotalOWAMails,TotalGoogleLinks,UsersSentGoogleLink,TotalSPOLinks,UsersSentSPOLink,GoogleAddinDevices,GoogleAddinUsers,Xcoord1,Ycoord1,Xcoord,Ycoord,Legend,CoauthorRatio2,CoauthorRatio
36e239cb-21c9-4be5-a971-7dd7e09677ed,USSC,PH,1302,1298,1298,1302,1086,391,213,159,119,1253,5069339,1251,1074,12639,0,0,310,105,0,0,0.026078593,1.396658194,0.016858974,1,Others,0.091397849,9.139784946
e1812bfb-4b83-4575-8bb8-3a688260f3fa,豊島株式会社,JP,649,649,9,649,1,1,0,0,0,624,2427102,622,582,58559,14,6,0,0,0,0,1.035527808,1.367767544,0.669435504,0.979314445,Sent Google links,0,0
291ece9f-fffe-4eba-810a-d4b1d5055725,ETS ERSOY TURISTIK SERVISLERI A.S.,TR,751,747,742,751,449,279,154,79,73,730,6759526,729,556,12324,21,11,41,28,0,0,0.037312174,1.366238002,0.024121123,0.978219301,Sent Google links,0.097203728,9.720372836
181fd36c-1300-44a9-8444-f72fb76b5fb8,株式会社インソース,JP,343,343,0,343,0,0,0,0,0,306,461305,304,265,21378,0,0,0,0,0,0,0.727174641,1.365101671,0.470095074,0.977405694,Others,0,0
77410195-14e1-4fb8-904b-ab1892023667,UNICEF,DK,16358,16349,15925,16358,12669,6697,3979,1840,1534,15899,104875195,15699,1416,12177,851,106,938,270,1,1,0.535781221,1.337324983,0.34636537,0.95751773,Sent Google links,0.093776745,9.377674532
992ecb51-350e-4fd5-b598-2c4770cdd6c4,株式会社　スペース,JP,964,961,2,964,2,3,3,3,3,914,1167034,911,735,13275,0,0,4,1,0,0,0.972381325,1.327708345,0.628613329,0.950632267,Others,0.003112033,0.31120332
47eede07-0129-40ef-a5d4-9e87787f923d,KELLY SERVICES,US,12197,11639,11101,12197,8210,6462,4815,2855,2474,12395,125452364,12167,1064,12498,17,11,677,192,4,4,0.213029625,1.322972797,0.137716818,0.947241639,Sent Google links,0.202836763,20.28367631
d8bde65a-3ded-4346-9518-670204e6e184,STEFANINI CONSULTORIA E ASSESSORIA EM INFORMATICA S.A.,BR,7677,7642,7642,7677,3119,1985,1173,842,664,6782,35271674,6667,4214,53325,64,22,329,154,0,0,0.757305268,1.321250387,0.489573559,0.946008403,Sent Google links,0.086492119,8.649211932
690b1da9-8626-43a5-9dc7-dc7a867c9bc4,MIRAKL  A.S.,SK,369,369,369,369,128,32,4,2,1,315,1041125,313,232,2707,0,0,4,2,0,0,0.589386455,1.319943759,0.381019433,0.945072864,Others,0.002710027,0.27100271
ddd1b77e-1fa8-4ab1-8e72-7aa36254818f,NATIONAL DEVELOPMENT BANK PLC,LK,2311,2311,8,2311,3,2,2,2,2,2152,12714669,2151,1891,21073,3,2,0,0,0,0,1.072857615,1.319939274,0.693568027,0.945069652,Sent Google links,0.000865426,0.086542622
1092197f-937b-439b-a403-93295587e186,IPSOS,GB,17026,16770,16146,17026,9004,6194,3046,1456,1128,16799,354523318,16458,1960,10766,50,28,349,142,21,20,0.675228942,1.319334391,0.436513847,0.944636559,Sent Google links,0.066251615,6.625161518
239fe1d3-6c8b-410b-8731-9e404adf8f9b,SOLOCAL MARKETING SERVICES,FR,432,421,420,432,214,142,107,93,85,437,1817003,427,277,7720,4,2,52,17,0,0,0.133214095,1.309291423,0.086118638,0.937445847,Sent Google links,0.196759259,19.67592593
014be975-9a3f-4161-87d9-e620e4a154fa,EASTWEST BANK,PH,6120,6094,6077,6120,4413,1989,1029,377,170,5465,34200301,5432,3075,18803,2,1,558,177,0,0,0.335941096,1.308387844,0.21717514,0.936798889,Sent Google links,0.027777778,2.777777778
20210462-2c5e-4ec8-b3e2-0be950f292ca,TATA COMMUNICATIONS,IN,10928,10708,10642,10928,6727,3998,3037,1431,1073,10197,224309747,10052,898,13729,14,5,443,147,4,4,0.608288318,1.294387549,0.393238881,0.926774751,Sent Google links,0.098188141,9.818814056
3e32dd7c-41f6-492d-a1a3-c58eb02cf4f8,SAGE SOFTWARE  INC.,US,16866,16650,16491,16866,9840,6958,5830,3582,3085,15336,72827486,14916,1805,20464,198,35,295,113,16,15,0.607019678,1.288012272,0.392418746,0.922210085,Sent Google links,0.182912368,18.29123681
44410278-974c-449d-b0b3-c2669a0a5984,八洲電機株式会社,JP,934,933,932,934,804,133,4,2,0,876,581320,874,592,6524,0,0,4,2,0,0,0.69184293,1.286712043,0.447254257,0.921279128,Others,0,0
c132308d-5146-4904-96cf-b2f06ffd3242,CLUES NETWORK PVT. LTD.,IN,1184,1135,1136,1184,754,592,471,345,315,1117,6203952,1113,721,26428,934,162,1513,214,0,0,-0.078933531,1.28660786,-0.051027995,0.921204534,Sent Google links,0.266047297,26.60472973
0b0a6283-f089-4012-a69b-ead5c902d243,UNION BANK OF COLOMBO PLC,LK,1109,1109,264,1109,73,37,4,1,0,1081,4180465,1078,607,4055,4,4,4,2,0,0,0.553161245,1.285575159,0.357600997,0.920465125,Sent Google links,0,0
599e51d6-2f8c-4347-8e59-1f795a51a98c,CONCENTRIX CORPORATION,US,15923,15440,15440,15923,9053,5797,4260,2930,2318,14266,165155786,14070,2818,50044,538,65,1521,347,130,62,0.710730169,1.28070126,0.459464252,0.916975439,Sent Google links,0.145575582,14.55755825
25fac993-4464-4940-a2ae-30bcd5a8e4ee,岡本無線電機株式会社,JP,618,618,4,618,2,1,0,0,0,553,1185572,548,478,22450,0,0,0,0,0,0,0.96692799,1.280119663,0.625087922,0.916559018,Others,0,0
a161d5e3-2ef7-4a15-87fe-4a0b6a295fac,ICIMS  INC,US,663,662,662,663,619,590,520,385,339,672,29027893,648,95,618,0,0,19,11,3,3,-0.168706646,1.278745783,-0.109063434,0.915575327,Have Google Addin,0.511312217,51.13122172
c22acb6e-38c1-494b-90f8-7fd2f61bcef3,FOCUSVISION WORLDWIDE  INC,US,555,532,7,555,1,3,0,0,0,512,16268923,501,163,12831,5285,109,0,0,0,0,1.018491354,1.277974514,0.658421983,0.915023103,Sent Google links,0,0
ad6a39dd-96b6-4368-82da-f2ec4d92e26a,TATA ELXSI,IN,5727,5621,5461,5727,2004,1105,622,383,242,5021,8919251,4929,3289,67685,95,18,573,227,0,0,0.825772766,1.276749411,0.533835599,0.914145935,Sent Google links,0.04225598,4.225598044
acbd4e6b-e845-4677-853c-a8d24faf3655,CANON EMEA,NL,20636,18960,19920,20636,15384,10701,7600,4341,3187,18327,205100525,17862,1886,13004,15,6,504,187,20,18,0.263998111,1.275994819,0.170666309,0.913605651,Sent Google links,0.154438845,15.44388447
3f5e448d-3631-4760-8ccc-88de48f56fb1,ALGOSEC SYSTEMS LTD.,IL,275,273,273,275,146,106,83,55,48,262,1660030,259,55,564,29,6,3,3,140,128,0.154332695,1.268322156,0.099771136,0.908112064,Sent Google links,0.174545455,17.45454545
f039b656-fc02-4e54-88ba-82626f29b5a1,HILTI,CH,29945,29475,29472,29945,18524,15187,12094,6547,5326,24268,185183026,23826,905,3507,0,0,722,294,3,3,0.918650495,1.267994215,0.593878071,0.907877261,Have Google Addin,0.177859409,17.78594089
2e0565a8-53ce-4c58-9dda-5ea21ae6b16d,CO-OPERATORS,CA,8305,8291,8239,8305,4391,3561,2959,1387,1139,8946,38244872,8792,138,452,0,0,34,17,4,3,0.293424427,1.2671561,0.189689478,0.907277175,Have Google Addin,0.137146297,13.71462974
5d135798-0ae4-4f20-a663-a223e2cd1f4e,J.B. HUNT TRANSPORT,US,7017,6807,6785,7017,4497,3812,2626,1500,1106,6790,74406225,6741,462,5234,42,24,105,34,3,3,0.249808285,1.267101514,0.161493041,0.907238091,Sent Google links,0.157617215,15.76172153
a9c0bc09-8b46-4206-9351-2ba12fb4a5c0,AGILENT TECHNOLOGIES,US,17326,17046,17047,17327,6919,4883,3124,1732,1198,17191,123581554,16866,657,9011,86,25,335,79,45,45,0.776351177,1.265571095,0.501886127,0.906142319,Sent Google links,0.069140648,6.914064754
4bb95abc-1786-48bd-8919-2a5aa50164cf,株式会社リブ・マックス,JP,645,638,638,645,565,530,527,478,477,593,13291812,588,464,53312,0,0,1151,221,2,2,-0.41593532,1.263480094,-0.26888884,0.904645174,Have Google Addin,0.739534884,73.95348837
1055e343-7674-4605-856d-0857a8f2cdb9,TARION WARRANTY CORPORATION,CA,266,262,258,266,242,217,171,107,90,278,7132730,274,12,182,0,0,0,0,0,0,-0.103325739,1.263142169,-0.066796775,0.904403221,Others,0.338345865,33.83458647
2a14bca8-1419-4897-af50-0c8032f6bf79,EUROPARTNERS,MX,422,420,420,422,293,223,156,109,64,412,19438523,411,152,8030,0,0,55,22,0,0,0.129721856,1.262698184,0.083861018,0.90408533,Others,0.151658768,15.16587678
441b7b2c-0b84-43f9-9ed8-58339f0206e5,SPX FLOW INC.,US,5865,5724,5822,5865,4270,2477,1552,874,524,6154,74426216,6068,94,325,0,0,41,10,0,0,0.349753102,1.262061132,0.226104159,0.903629204,Others,0.089343564,8.934356351
2567d566-604c-408a-8a60-55d0dc9d9d6b,INFORMA PLC,US,9631,9613,7779,9631,6175,3570,2547,1189,972,9020,74415816,8584,1359,14109,164,47,141,60,12,12,0.426546736,1.259912432,0.275748779,0.902090746,Sent Google links,0.100924099,10.09240993
4b4e839e-1ffa-44ed-acca-965962cd7957,ECOM EXPRESS PVT.LTD,IN,4132,4000,246,4132,25,23,2,1,0,3909,32726957,3873,2524,21400,1,1,8,1,0,0,0.927375875,1.259598045,0.599518749,0.901865646,Sent Google links,0,0
65f8dbd7-eb30-4ddc-88b3-f1f6fbea6ba2,VALMET,FI,12796,12772,12561,12796,8667,6201,3496,1714,1021,11364,51922455,11199,176,979,0,0,106,38,2,2,0.266800902,1.259243329,0.172478223,0.901611671,Have Google Addin,0.07979056,7.979055955
5c5456f4-c402-40c5-a73d-e78777e7bf9e,METSO,FI,10013,10001,9923,10013,8555,5721,4212,2065,1449,9062,109260887,8914,930,7960,4,3,706,232,5,4,0.085370631,1.259052616,0.055189374,0.901475122,Sent Google links,0.144711875,14.47118746
f2cae92a-8892-4e20-96c4-6ad7ba8f0e72,BLUE CROSS BLUE SHIELD OF MN,US,5516,5514,5494,5516,4762,3107,2402,331,235,5887,25261284,5775,97,412,0,0,50,25,0,0,0.136976396,1.258133048,0.088550845,0.900816716,Others,0.042603336,4.260333575
ede30d57-2936-46a2-8b95-42bc53c39221,THE RESULTS COMPANIES,US,5219,5141,1607,5219,1293,1911,1652,607,465,4612,46269370,4543,2299,21864,2,2,3962,930,0,0,0.164345809,1.257118225,0.106244293,0.900090108,Sent Google links,0.089097528,8.909752826
ed0bc243-8e98-47b8-bb5e-c99ac96de782,FRANQUICIAS RECORCHOLIS  S.A. DE C.V.,MX,271,271,221,271,124,70,28,12,4,265,1560929,263,128,1028,14,7,305,87,1,1,-0.130311118,1.252880804,-0.084241957,0.897056137,Sent Google links,0.014760148,1.47601476
316a2e7c-1150-4fbe-81b8-b8f849de81cd,SEABOARD MARINE LTD.,US,1488,1474,1474,1488,491,478,332,278,221,1366,24455152,1354,168,791,0,0,184,119,0,0,0.018231983,1.252223331,0.011786392,0.896585389,Others,0.148521505,14.85215054
bc4f27fd-0b1b-4952-a04c-2a6186405551,OCUPA HOLDING S.A. DE C.V.,MX,338,338,338,338,229,177,147,104,94,303,13371232,303,198,5108,2,1,19,13,0,0,-0.021999155,1.250130692,-0.014221748,0.895087071,Sent Google links,0.278106509,27.81065089
291ee44a-6542-4da9-981e-bb12f8d74782,株式会社デザインアーク,JP,1362,1350,1350,1362,519,209,32,12,2,1193,737883,1182,874,43880,0,0,4,4,0,0,0.208241655,1.250020436,0.134621549,0.895008128,Others,0.001468429,0.146842878
99f50799-af0e-43b6-bbaf-45ca7a794644,JOTUN,NO,7426,7235,7204,7427,6122,3908,2834,1391,1058,6922,50265878,6882,161,1612,0,0,67,21,3,3,0.185053479,1.249720035,0.119631137,0.894793043,Have Google Addin,0.142453211,14.24532113
dabd5d90-87c2-44c9-93cd-783e03236e40,GRUNDFOS,DK,14732,14353,14358,14732,11010,8260,5844,3125,2487,13680,90754589,13370,339,1234,2,1,94,39,1,1,0.122479666,1.249089009,0.079179174,0.894341232,Sent Google links,0.168816182,16.88161825
9d17729a-74b3-452e-96a2-02f8f43c904e,USAMERIBANK,US,578,578,574,578,532,476,367,148,80,582,11135972,576,35,234,0,0,4,3,0,0,-0.074654681,1.249020579,-0.048261856,0.894292236,Others,0.138408304,13.84083045
6acda8c4-166c-4d6a-83b2-6a0b8dee9f74,三機工業株式会社,JP,2931,2927,2424,2931,1102,659,229,167,140,2610,2801798,2593,1483,15421,0,0,31,13,0,0,0.375449127,1.247548869,0.242715815,0.893238499,Others,0.047765268,4.776526783
46af6602-b9b2-42eb-9984-e43338c5528f,CENTRO NACIONAL DE CONTROL DE ENERGÍA (CENACE),MX,1393,1388,1388,1393,535,282,182,96,64,1342,2172997,1338,694,3929,11,5,39,24,0,0,0.434658128,1.247401988,0.280992534,0.893133333,Sent Google links,0.045944006,4.594400574
bcc529c5-dfce-4f97-b44f-debd50891d83,PAYCHEX,US,15424,15422,14935,15424,12953,10197,7505,2841,2451,13433,102426223,13296,661,8828,0,0,598,127,15,20,0.078449873,1.243901482,0.050715326,0.890626989,Have Google Addin,0.158908195,15.8908195
0fe0d2d4-7fa4-4dcb-929a-6f553ddd165d,CERAMICA LIMA S.A.,PE,665,664,664,665,491,186,44,14,7,625,4524565,624,354,5371,1,1,98,38,0,0,0.238695902,1.243157066,0.154309242,0.890093991,Sent Google links,0.010526316,1.052631579
1568c47c-2fbe-4fb4-b07d-563b4f4f5740,ONE LINK S.A. DE C.V.,SV,2736,2692,958,2736,544,512,366,260,230,2145,17847994,2127,1261,30680,6781,681,155,66,3,3,1.000397024,1.242563854,0.64672458,0.889669254,Sent Google links,0.084064327,8.406432749
4145aceb-678e-45d4-b9b5-d8c4790ec29f,KANMO RETAIL GROUP,ID,426,426,423,426,236,134,25,13,7,405,1044175,403,368,33461,37,6,26,20,0,0,-0.187568131,1.241608858,-0.121256779,0.888985482,Sent Google links,0.016431925,1.643192488
372ee9e0-9ce0-4033-a64a-c07073a91ecd,ABB,CH,126776,124997,124988,126776,75504,53674,39505,22801,17431,117000,922668919,115173,5827,33625,31,17,2996,934,28,27,1.128873591,1.240787754,0.729780558,0.888397576,Sent Google links,0.137494478,13.74944785
87ba1f9a-44cd-43a6-b008-6fdb45a5204e,NATIONAL INSTRUMENTS,US,9065,8816,8867,9065,6123,5311,4526,3245,2873,8426,49180016,8294,1296,16696,132,45,583,145,26,24,0.158843677,1.239784468,0.102687341,0.887679228,Sent Google links,0.31693326,31.69332598
7f8659fe-31d2-47c6-81fa-f2583be91640,UNIONBANK OF THE PHILIPPINES,PH,3462,3427,2688,3462,1607,979,444,308,254,3157,13029481,3124,1809,23669,58,22,556,175,0,0,0.306633172,1.238544979,0.198228507,0.88679176,Sent Google links,0.073367995,7.336799538
00d1c4c4-973a-4bd9-a55f-f938d5884c60,XP INVESTIMENTOS,BR,691,691,75,691,21,15,4,2,0,850,4957407,824,286,3974,3,1,6,3,0,0,0.651981347,1.238002391,0.421485023,0.88640327,Sent Google links,0,0
903095a7-4869-40ff-92c0-a6f7954bd969,FAST ENTERPRISES,US,1115,1115,1115,1115,786,353,202,136,102,1079,2008993,1060,617,5333,36,21,119,54,1,1,0.242146123,1.237846121,0.156539699,0.886291382,Sent Google links,0.091479821,9.147982063
e06cabea-2e95-4554-8f59-ddadc0d60237,AMERICAN EXPRESS GLOBAL BUSINESS TRAVEL ESPAÑA,ES,894,892,892,894,712,666,628,416,373,996,13743779,962,300,2641,2,1,38,27,1,1,-0.026843203,1.236079716,-0.01735327,0.885026645,Sent Google links,0.417225951,41.72259508
9055b5d1-9732-49c9-9fc7-bdebe9b609e5,МАКСИМА ГРУПП,RU,464,456,97,464,117,181,149,109,106,441,2051961,441,387,16450,2,2,62,17,0,0,-0.164444687,1.235296152,-0.106308214,0.884465617,Sent Google links,0.228448276,22.84482759
b4773745-cf27-4bf6-a0d2-75b1a79a457c,LIGA NACIONAL DE FÚTBOL PROFESIONAL,ES,288,284,275,289,183,151,59,34,23,295,2618743,292,98,2442,58,15,14,4,96,84,0.052689221,1.234717124,0.034061891,0.884051037,Sent Google links,0.079584775,7.958477509
9fc99214-367f-4d1d-9e17-61f8e757aaf9,AVIATUR S.A.,CO,2431,2430,2430,2431,1658,628,256,202,178,1981,16291080,1966,1372,30737,68,27,131,58,0,0,0.40518896,1.234439966,0.261941663,0.883852593,Sent Google links,0.073220897,7.322089675
d0bcae41-470b-4a06-9f20-d1759ceb2b99,DHG LLP,US,2311,2263,2284,2311,2034,1730,1482,300,205,2316,19353578,2245,58,239,0,0,37,6,0,0,-0.025523521,1.23221614,-0.016500138,0.882260345,Others,0.088706188,8.87061878
18a877e3-1cd4-4389-8df1-9d8013937102,KFORCE  INC.,US,2843,2780,2781,2843,1609,1340,785,466,261,3063,45963052,2971,75,540,2,1,16,5,0,0,0.295006534,1.231498598,0.190712259,0.881746589,Sent Google links,0.091804432,9.180443194
9248a99d-fb50-4763-b191-2ccf90a3a764,FLYTOUR AGENCIA DE TURISMO LTDA,BR,3313,3309,3311,3313,2395,1160,752,457,399,2842,30432421,2802,1686,33096,129,42,207,107,7,7,0.273543023,1.231244652,0.176836788,0.881564765,Sent Google links,0.120434651,12.04346514
048ff727-7027-4cd0-b672-f075b0bdb973,COATS,US,6681,6631,6614,6681,5218,3285,2017,1018,661,6394,51823839,6277,148,1067,2,1,32,14,2,2,0.244013464,1.230143382,0.157746876,0.880776261,Sent Google links,0.098937285,9.893728484
49df01ff-9f0a-47e9-a371-366318453d27,UNIDAD DE RESTITUCIÓN DE TIERRAS - URT,CO,1806,1801,1799,1806,1295,753,398,278,218,1742,3041605,1732,946,5540,4,2,360,192,1,1,0.130635278,1.229222894,0.084451516,0.880117197,Sent Google links,0.120708749,12.07087486
094a0471-2a59-41d0-9beb-f95cddf42685,STA TRAVEL,GB,2652,2503,2490,2652,1430,1242,1097,803,733,2494,26034550,2453,1362,29025,36,9,305,105,0,0,0.103294173,1.228773813,0.066776368,0.879795657,Sent Google links,0.276395173,27.63951735
b94cf83d-6ad1-45b5-9932-8b190f56100a,COAST DENTAL,US,393,392,392,393,125,25,3,1,0,431,1435930,418,171,2419,0,0,9,7,0,0,0.495161159,1.22865288,0.320105803,0.879709069,Others,0,0
8d894c2b-238f-490b-8dd1-d93898c5bf83,UNISYS,US,21008,18961,20775,21016,16924,7315,4625,2409,1718,18817,268862018,18478,931,6227,3,2,335,121,3,3,0.803330459,1.228081356,0.519327368,0.879299861,Sent Google links,0.08174724,8.17472402
d77958b1-e3fb-4d3c-b66b-3b8c63757e67,CENDUIT,US,510,509,509,510,472,447,404,330,277,528,6172409,515,25,60,0,0,14,8,0,0,-0.178418497,1.227602159,-0.115341834,0.878956759,Others,0.543137255,54.31372549
b7d17c39-4a2f-4ae4-a23b-e23e99f0e172,HOSHIZAKI CORPORATION,JP,6230,6213,24,6230,10,4,2,2,2,6225,4278644,6206,3369,100142,2,1,0,0,0,0,0.979836852,1.22700382,0.633433088,0.878528351,Sent Google links,0.000321027,0.032102729
eaec8e44-f54e-493a-b846-7b41013fbc81,C VALE COOPERATIVA AGROINDUSTRIAL,BR,1106,1105,34,1106,4,6,2,2,2,1034,1511138,1025,585,4483,4,2,1,1,0,0,0.755462139,1.226650796,0.488382035,0.878275587,Sent Google links,0.001808318,0.180831826
dbbfd40c-f953-425d-996a-ee8aaedf5f32,HIBU,US,4719,4710,4671,4719,2307,1911,1172,476,331,4449,77521749,4332,148,1441,1,1,13,10,0,0,0.405482028,1.226411744,0.262131122,0.878104427,Sent Google links,0.070141979,7.014197923
423f5ac8-ab26-4dfa-9ebf-59d3def9fbd0,AMKOR TECHNOLOGY,US,10897,10873,10871,10897,3477,2083,1487,1041,209,10369,245014991,10303,3416,60304,52,21,212,94,35,35,0.811331231,1.225943255,0.52449961,0.877768992,Sent Google links,0.019179591,1.917959071
64591f40-df92-4ba4-b17a-b8f7aac94a4e,PLANTE MORAN  PLLC,US,2677,2663,2643,2677,2491,2389,2197,1355,1114,2656,10747669,2590,15,96,0,0,31,7,0,0,-0.201194972,1.225267036,-0.130066094,0.877284823,Others,0.416137467,41.61374673
6c603d40-8fdf-4d5e-96dd-bea1cc978a72,NATIONS TRUST BANK PLC,LK,2716,653,2685,2716,2152,1417,1005,271,46,2517,16069927,2511,1263,6887,4,4,997,415,0,0,0.045865263,1.224002786,0.029650421,0.876379626,Sent Google links,0.016936672,1.693667158
64af2aee-7d6c-49ac-a409-192d3fee73b8,KBC GROUP,BE,31690,28967,28110,31697,20743,19162,16706,8489,7760,28467,299634750,28204,155,1073,0,0,257,57,0,0,-0.069125516,1.223772701,-0.044687428,0.876214886,Others,0.244818122,24.48181216
f3f068cf-080c-4824-a912-f8c4633bd454,DISCOVER,US,21389,21389,21386,21389,11235,6793,5696,3472,2847,22045,49793946,21576,3741,28128,0,0,544,147,0,0,0.843052546,1.223708114,0.545006423,0.876168642,Others,0.133105802,13.3105802
6e40bc3a-a2a3-4017-8a10-01d74ce7d2c8,CHALLENGER MOTOR FREIGHT INC.,CA,448,448,29,448,12,22,20,17,13,444,27847307,439,4,10,0,0,0,0,0,0,0.616596842,1.222994893,0.398610075,0.87565798,Others,0.029017857,2.901785714
ee7fa16c-d4ee-44b9-a2de-482970c7fcc4,COOPEALIANZA R.L,CR,727,727,715,727,675,577,488,238,174,710,2137901,707,406,1913,0,0,1195,370,0,0,-0.617902501,1.222913689,-0.399454142,0.875599838,Others,0.239339752,23.93397524
6a7b4a78-8f3a-495c-bfc8-db50c01f115b,YARDI SYSTEMS  INC.,US,5462,5426,5425,5462,2872,2197,1621,1090,927,5235,46890417,5199,402,2737,11,4,31,20,3,3,0.374980895,1.221520061,0.242413118,0.874602008,Sent Google links,0.169718052,16.9718052
ec219aa1-68ec-47dc-9398-37f6fc3d4df4,ワールドピーコム株式会社,JP,362,357,320,362,37,10,9,3,3,460,2630541,444,133,2156,3,1,27,7,0,0,0.499967738,1.220757963,0.323213102,0.87405635,Sent Google links,0.008287293,0.828729282
105b2061-b669-4b31-92ac-24d304d195dc,HEWLETT PACKARD ENTERPRISE,US,269262,260333,265152,269262,196545,135716,107192,49850,36321,235652,1918309702,234673,10364,102768,257,80,7370,2262,16,15,1.314371668,1.217986915,0.849699113,0.872072294,Sent Google links,0.134890924,13.48909241
69ce8765-5d7d-4d05-a3b7-498429bcbcdc,CHILDREN'S LEARNING ADVENTURE,US,472,470,469,472,21,5,0,0,0,429,1104419,421,242,5828,0,0,0,0,0,0,0.66209022,1.217685139,0.428020085,0.871856224,Others,0,0
bf86fbdb-f8c2-440e-923c-05a60dc2bc9b,EDP,PT,15896,15631,15116,15896,5605,3657,2213,1326,1011,16172,104747653,15835,891,8491,168,46,97,51,7,6,0.767077133,1.216477034,0.495890756,0.870991227,Sent Google links,0.063600906,6.360090589
6248ee3b-aafb-4b82-9887-22aa2d63ad31,GPM INVESTMENTS  LLC,US,1466,1456,503,1466,71,72,55,21,15,1326,3346297,1319,838,6210,0,0,5,2,0,0,0.767844698,1.216271704,0.496386962,0.870844212,Others,0.010231924,1.02319236
5cd9624b-56b4-4f66-9975-0fa0033357f7,LENDMARK FINANCIAL,US,1587,1584,1586,1587,1500,1271,1167,40,3,1557,2196527,1548,1352,12141,0,0,9805,1321,0,0,-0.816301508,1.216154515,-0.527712735,0.870760305,Others,0.001890359,0.189035917
3d77a14c-7678-4ec4-9dd5-5cd03578385a,ALLCONNECT  INC.,US,875,875,874,875,214,167,131,44,36,854,3676116,844,401,14134,0,0,1,1,0,0,0.39016895,1.215658516,0.252231708,0.870405172,Others,0.041142857,4.114285714
96cde042-5a91-450a-bbde-aaa80fa334c4,PALADION NETWORKS,IN,1036,1010,1009,1036,743,611,541,398,387,956,5578258,950,586,8696,2,1,356,103,1,1,-0.026138805,1.214141454,-0.016897899,0.869318964,Sent Google links,0.373552124,37.35521236
1885a74f-0129-47fd-8466-208f7e442dfd,S&S WORLDWIDE,US,251,248,238,251,146,122,96,71,51,242,1285478,238,146,5274,0,0,11,6,0,0,0.007118064,1.214068864,0.0046016,0.86926699,Others,0.203187251,20.3187251
aab6a3e9-1910-44af-a515-571b0e22f30e,MOBILITIE,US,1063,1043,1041,1063,730,619,518,291,223,1098,19425044,1062,62,324,2,2,13,7,1,1,0.150587451,1.21389066,0.097349956,0.869139397,Sent Google links,0.209783631,20.97836312
f45c8468-d416-4da9-aadb-9ab75944617b,REGIONE EMILIA-ROMAGNA,IT,5086,5019,5017,5086,1868,1371,584,351,262,5342,8622369,5178,827,5230,4,4,26,15,0,0,0.515597764,1.213680448,0.333317412,0.868988886,Sent Google links,0.05151396,5.151395989
b5e244bd-c492-495b-8b10-61bfd453e423,GRUPO BANCOLOMBIA,CO,11608,11427,3784,11608,1826,1540,1141,758,611,13959,149012954,13920,464,2331,0,0,11,9,0,0,0.802080103,1.213064974,0.518519053,0.86854821,Others,0.052636113,5.263611303
88a7520e-eb27-42a3-be94-5a5e8b8e4783,VAN GANSEWINKEL GROEP BV,NL,2327,2316,2288,2327,1797,1472,1153,608,498,2410,12519293,2346,44,220,0,0,16,7,2,2,0.096882497,1.212992358,0.062631426,0.868496217,Have Google Addin,0.214009454,21.40094542
ab8614a3-38fa-4410-81cc-2cff09afdee1,ALLSCRIPTS HEALTHCARE  LLC,US,7935,7759,7758,7935,4053,2523,1581,840,569,7487,28869168,7384,340,1650,1,1,26,13,9,9,0.655202114,1.212840401,0.423567145,0.868387417,Sent Google links,0.071707624,7.170762445
3e0088dc-0629-4ae6-aa8c-813e7a296f50,VERSION 1,IE,937,929,916,937,839,735,645,426,356,919,5725773,892,307,2569,0,0,166,59,0,0,-0.130118654,1.212671784,-0.084117535,0.868266688,Others,0.379935966,37.99359658
61b92f13-e1c3-42c9-8928-403b5e0033d4,HDI SIGORTA,TR,296,295,295,296,11,6,0,0,0,297,12792107,297,3,11,0,0,0,0,0,0,0.569684786,1.212640065,0.368282936,0.868243977,Others,0,0
628c736a-231f-403e-9163-073fd0f9eee5,NOVOTECH (AUSTRALIA) PTY LTD,AU,314,314,313,314,269,255,237,199,187,341,5353451,334,10,28,0,0,2,1,1,1,-0.093909411,1.211945929,-0.060709421,0.867746979,Have Google Addin,0.595541401,59.55414013
2d548bc3-d5f3-4fb5-b710-f506f475bbc8,UAMC,US,2365,2232,2207,2365,1966,1244,753,437,119,2186,57788631,2137,97,953,0,0,7,3,0,0,0.245863966,1.211776734,0.158943166,0.867625837,Others,0.050317125,5.031712474
a1f702a0-834b-48c4-ae9d-84d5ec2b264b,BLIZZARD ENTERTAINMENT,US,4974,4907,4917,4974,1516,1044,664,349,260,4942,23190204,4787,1514,17580,73,35,27,17,5,4,0.576020764,1.211559746,0.372378943,0.867470474,Sent Google links,0.052271813,5.227181343
24556bd7-cf77-47cf-99a9-efd07c8352cc,SHIPCO TRANSPORT,DK,2331,2321,2320,2331,772,543,398,302,255,2547,90050633,2519,342,5423,9,6,143,28,0,0,0.507387931,1.21132728,0.328010018,0.86730403,Sent Google links,0.109395109,10.93951094
488ae860-f3e3-45b0-a647-db7a37ea974c,UNIFEEDER A/S,DK,495,493,445,495,353,290,234,106,78,535,12151085,529,35,107,0,0,9,3,0,0,0.11911494,1.210692832,0.077003987,0.866849768,Others,0.157575758,15.75757576
